ID,Name,Year,Rank,Average,Bayes average,Users rated,URL,Thumbnail
104006,Village,2011,104,7.56,7.406,14891,/boardgame/104006/village,https://cf.geekdo-images.com/images/pic2760568_mt.jpg
555,The Princes of Florence,2000,105,7.58,7.405,13435,/boardgame/555/princes-florence,https://cf.geekdo-images.com/images/pic1306997_mt.jpg
128621,Viticulture,2013,106,7.72,7.404,6820,/boardgame/128621/viticulture,https://cf.geekdo-images.com/images/pic2619743_mt.jpg
31627,Ticket to Ride: Nordic Countries,2007,107,7.66,7.4,8508,/boardgame/31627/ticket-ride-nordic-countries,https://cf.geekdo-images.com/images/pic369616_mt.jpg
215,Tichu,1991,108,7.6,7.397,10999,/boardgame/215/tichu,https://cf.geekdo-images.com/images/pic169494_mt.jpg
188,Go,2200,109,7.67,7.396,12020,/boardgame/188/go,https://cf.geekdo-images.com/images/pic1728832_mt.jpg
10630,Memoir '44,2004,110,7.54,7.392,20343,/boardgame/10630/memoir-44,https://cf.geekdo-images.com/images/pic43663_mt.jpg
129437,Legendary: A Marvel Deck Building Game,2012,111,7.63,7.387,14017,/boardgame/129437/legendary-marvel-deck-building-game,https://cf.geekdo-images.com/images/pic1430769_mt.jpg
9209,Ticket to Ride,2004,112,7.47,7.377,51866,/boardgame/9209/ticket-ride,https://cf.geekdo-images.com/images/pic38668_mt.jpg
154203,Imperial Settlers,2014,113,7.55,7.375,14025,/boardgame/154203/imperial-settlers,https://cf.geekdo-images.com/images/pic2871265_mt.jpg
182874,Grand Austria Hotel,2015,114,7.77,7.374,5157,/boardgame/182874/grand-austria-hotel,https://cf.geekdo-images.com/images/pic2728138_mt.jpg
101721,Mage Wars Arena,2012,115,7.77,7.364,6289,/boardgame/101721/mage-wars-arena,https://cf.geekdo-images.com/images/pic2386027_mt.jpg
20551,Shogun,2006,116,7.57,7.361,10939,/boardgame/20551/shogun,https://cf.geekdo-images.com/images/pic145843_mt.jpg
31481,Galaxy Trucker,2007,117,7.46,7.359,22147,/boardgame/31481/galaxy-trucker,https://cf.geekdo-images.com/images/pic289193_mt.jpg
196340,Yokohama,2016,118,8,7.358,3100,/boardgame/196340/yokohama,https://cf.geekdo-images.com/images/pic2948038_mt.png
234,Hannibal: Rome vs. Carthage,1996,119,7.83,7.356,4394,/boardgame/234/hannibal-rome-vs-carthage,https://cf.geekdo-images.com/images/pic706069_mt.jpg
146439,BattleLore (Second Edition),2013,120,7.91,7.356,3963,/boardgame/146439/battlelore-second-edition,https://cf.geekdo-images.com/images/pic1854807_mt.jpg
